month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2017-08,Florida,18362.0,0.0,46682.0,21717.0,2847.0,2048,0.0,10.0,5.0,0.0,3327.0,1235.0,4.0,354.0,53.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,96664
2017-08,Georgia,15046.0,0.0,11719.0,7797.0,377.0,525,0.0,22.0,8.0,0.0,1963.0,1335.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,1.0,1.0,0.0,0.0,38830
2017-08,Guam,0.0,0.0,105.0,47.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159
2017-08,Hawaii,1077.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079
2017-08,Idaho,4736.0,1.0,3216.0,3966.0,186.0,205,0.0,3.0,5.0,0.0,416.0,527.0,1.0,32.0,9.0,3.0,0.0,0.0,10.0,20.0,2.0,0.0,3.0,0.0,13341
2017-08,Illinois,17053.0,77949.0,19807.0,11333.0,0.0,779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126921
2017-08,Indiana,15664.0,0.0,17271.0,11844.0,1132.0,698,188.0,1.0,10.0,1.0,205.0,504.0,6.0,11.0,0.0,0.0,0.0,0.0,47.0,53.0,7.0,3.0,4.0,0.0,47649
2017-08,Iowa,6094.0,1068.0,134.0,2002.0,21.0,3,2.0,0.0,0.0,0.0,2.0,52.0,0.0,27.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9416
2017-08,Kansas,1642.0,1.0,5005.0,4743.0,330.0,330,1.0,1.0,0.0,0.0,648.0,356.0,4.0,15.0,7.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,13097
2017-08,Kentucky,376016.0,0.0,8039.0,6555.0,244.0,459,0.0,13.0,12.0,0.0,1743.0,1585.0,1.0,5.0,3.0,0.0,0.0,0.0,22.0,14.0,2.0,4.0,0.0,1.0,394718
2017-08,Louisiana,2450.0,0.0,10124.0,8788.0,632.0,631,0.0,5.0,3.0,0.0,1079.0,925.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.0,1.0,0.0,1.0,24694
2017-08,Maine,1109.0,0.0,3019.0,2965.0,196.0,163,0.0,0.0,0.0,0.0,116.0,130.0,1.0,10.0,4.0,1.0,0.0,0.0,21.0,14.0,0.0,0.0,1.0,1.0,7751
2017-08,Mariana Islands,0.0,0.0,16.0,7.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
2017-08,Maryland,2629.0,0.0,3657.0,4807.0,153.0,27,0.0,1.0,0.0,0.0,54.0,150.0,2.0,40.0,14.0,0.0,0.0,0.0,0.0,21.0,2.0,3.0,1.0,0.0,11561
2017-08,Massachusetts,8288.0,0.0,4713.0,2507.0,457.0,171,4.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,36.0,25.0,3.0,1.0,0.0,16258
2017-08,Michigan,18347.0,20.0,9849.0,9962.0,415.0,249,0.0,0.0,4.0,0.0,7.0,252.0,0.0,88.0,29.0,0.0,0.0,0.0,14.0,17.0,0.0,1.0,1.0,0.0,39255
2017-08,Minnesota,28449.0,0.0,5446.0,11294.0,418.0,315,0.0,2.0,1.0,0.0,203.0,406.0,1.0,17.0,13.0,9.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,0.0,46613
2017-08,Mississippi,1703.0,0.0,9059.0,7738.0,251.0,565,0.0,33.0,20.0,1.0,1477.0,1087.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.0,1.0,0.0,0.0,21963
2017-08,Missouri,897.0,0.0,17369.0,13918.0,1227.0,1027,0.0,4.0,2.0,1.0,1465.0,1135.0,3.0,198.0,17.0,3.0,0.0,0.0,73.0,94.0,11.0,2.0,1.0,2.0,37449
2017-08,Montana,1230.0,6.0,2597.0,4034.0,128.0,221,7.0,0.0,4.0,0.0,468.0,882.0,0.0,16.0,4.0,0.0,0.0,0.0,8.0,9.0,0.0,1.0,3.0,0.0,9618
2017-08,Nebraska,3180.0,124.0,109.0,1667.0,16.0,7,0.0,0.0,1.0,0.0,8.0,71.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5209
2017-08,Nevada,1788.0,0.0,4052.0,2251.0,229.0,241,0.0,0.0,0.0,1.0,333.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9035
2017-08,New Hampshire,2065.0,0.0,4164.0,2885.0,121.0,3,2.0,0.0,0.0,1.0,0.0,17.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9313
2017-08,New Jersey,0.0,0.0,4238.0,3038.0,167.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7443
2017-08,New Mexico,1183.0,0.0,5000.0,3734.0,396.0,331,0.0,0.0,2.0,0.0,460.0,517.0,2.0,57.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,11690
2017-08,New York,2952.0,1600.0,9159.0,13239.0,891.0,158,0.0,1.0,0.0,1.0,16.0,20.0,1.0,18.0,23.0,1.0,5.0,4.0,380.0,280.0,12.0,7.0,9.0,2.0,28779
2017-08,North Carolina,23051.0,0.0,1194.0,11949.0,649.0,196,0.0,6.0,7.0,0.0,2062.0,1958.0,6.0,0.0,0.0,0.0,2.0,0.0,10.0,28.0,2.0,1.0,1.0,0.0,41122
2017-08,North Dakota,444.0,0.0,1500.0,2567.0,92.0,65,7.0,3.0,0.0,0.0,65.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,4874
2017-08,Ohio,10264.0,565.0,21432.0,14447.0,1242.0,1034,0.0,5.0,3.0,0.0,1325.0,709.0,4.0,17.0,2.0,0.0,0.0,0.0,27.0,24.0,1.0,2.0,0.0,0.0,51103
2017-08,Oklahoma,0.0,0.0,9732.0,8978.0,819.0,948,0.0,12.0,20.0,0.0,1799.0,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,48.0,5.0,3.0,0.0,0.0,24061
2017-08,Oregon,3993.0,20.0,11780.0,8979.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24904
2017-08,Pennsylvania,24329.0,0.0,40628.0,13170.0,78.0,0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79020
2017-08,Puerto Rico,0.0,0.0,1169.0,227.0,42.0,34,0.0,1.0,0.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1490
2017-08,Rhode Island,0.0,0.0,883.0,596.0,68.0,154,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,1718
2017-08,South Carolina,12255.0,2077.0,8268.0,6421.0,412.0,361,0.0,17.0,18.0,0.0,1052.0,683.0,4.0,56.0,5.0,0.0,0.0,0.0,22.0,11.0,0.0,1.0,0.0,0.0,31663
2017-08,South Dakota,737.0,0.0,2082.0,3233.0,180.0,111,1.0,0.0,2.0,0.0,134.0,198.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,6686
2017-08,Tennessee,14548.0,0.0,19965.0,14204.0,1191.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49945
2017-08,Texas,22971.0,0.0,37277.0,34884.0,2093.0,2474,0.0,30.0,18.0,0.0,6619.0,4304.0,26.0,86.0,8.0,0.0,0.0,0.0,83.0,63.0,6.0,1.0,1.0,2.0,110946
2017-08,Utah,15013.0,20.0,2790.0,3154.0,190.0,0,0.0,4.0,4.0,0.0,246.0,351.0,0.0,162.0,45.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22010
2017-08,Vermont,0.0,0.0,1232.0,1254.0,94.0,89,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2676
2017-08,Virgin Islands,81.0,0.0,47.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132
2017-08,Virginia,2220.0,0.0,20797.0,14926.0,1161.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39114
2017-08,Washington,12068.0,51.0,13788.0,9776.0,1529.0,623,6.0,1.0,6.0,0.0,1209.0,1029.0,4.0,479.0,104.0,8.0,0.0,0.0,760.0,628.0,29.0,6.0,15.0,1.0,42120
2017-08,West Virginia,2028.0,0.0,4946.0,4651.0,241.0,341,2.0,5.0,11.0,0.0,1201.0,1279.0,1.0,18.0,0.0,3.0,0.0,0.0,25.0,17.0,0.0,0.0,0.0,1.0,14770
2017-08,Wisconsin,12647.0,0.0,12749.0,14317.0,642.0,42,0.0,0.0,0.0,1.0,181.0,262.0,5.0,33.0,13.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,40924
2017-08,Wyoming,408.0,15.0,1411.0,1762.0,62.0,86,2.0,1.0,4.0,0.0,161.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4111
2017-07,Alabama,18042.0,1.0,6046.0,4790.0,224.0,258,0.0,7.0,13.0,0.0,1110.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,31474
2017-07,Alaska,222.0,5.0,2911.0,2458.0,238.0,180,0.0,3.0,3.0,0.0,201.0,164.0,0.0,16.0,17.0,9.0,0.0,0.0,31.0,27.0,1.0,0.0,1.0,0.0,6487
2017-07,Arizona,5606.0,126.0,10194.0,6363.0,999.0,544,0.0,8.0,4.0,1.0,1230.0,516.0,1.0,81.0,16.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,25714
2017-07,Arkansas,2564.0,571.0,4343.0,3804.0,189.0,254,44.0,9.0,5.0,0.0,1009.0,1195.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,1.0,0.0,0.0,0.0,14015
2017-07,California,52610.0,0.0,37027.0,21721.0,2514.0,0,0.0,0.0,0.0,0.0,393.0,322.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114595
2017-07,Colorado,4392.0,0.0,16063.0,11065.0,1004.0,1020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33811
2017-07,Connecticut,6387.0,274.0,5450.0,1771.0,280.0,0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14525
2017-07,Delaware,305.0,0.0,1417.0,1000.0,71.0,60,0.0,0.0,0.0,0.0,24.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,57.0,22.0,2.0,0.0,0.0,0.0,2981
2017-07,District of Columbia,19.0,0.0,44.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
2017-07,Florida,16978.0,0.0,47430.0,18941.0,2975.0,1844,20.0,7.0,2.0,2.0,3115.0,1143.0,5.0,302.0,48.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,92822
2017-07,Georgia,14623.0,0.0,10685.0,6166.0,365.0,400,0.0,17.0,7.0,0.0,1674.0,1107.0,7.0,4.0,0.0,0.0,0.0,0.0,18.0,9.0,1.0,1.0,1.0,0.0,35085
2017-07,Guam,0.0,0.0,71.0,45.0,15.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145
2017-07,Hawaii,1107.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109
