tweet_id,retweets,tweet_favorites,user_followers,user_favorites,creation_date
883838122936631299,3250,21002,8336977,143177,2017-07-09 00:00:04
883482846933004288,9306,44111,8336977,143177,2017-07-08 00:28:19
883360690899218434,3485,21785,8336977,143177,2017-07-07 16:22:55
883117836046086144,6255,35689,8336977,143177,2017-07-07 00:17:54
882992080364220416,3672,22978,8336977,143177,2017-07-06 15:58:11
882762694511734784,4605,27174,8336977,143177,2017-07-06 00:46:41
882627270321602560,5710,26842,8336977,143177,2017-07-05 15:48:34
882268110199369728,10900,43163,8336977,143177,2017-07-04 16:01:23
882045870035918850,4606,28184,8336977,143177,2017-07-04 01:18:17
881906580714921986,3200,23366,8336977,143177,2017-07-03 16:04:48
881666595344535552,10039,48693,8336977,143177,2017-07-03 00:11:11
881633300179243008,7,120,8336977,143177,2017-07-02 21:58:53
881536004380872706,15014,47532,8336977,143177,2017-07-02 15:32:16
881268444196462592,4929,22266,8336977,143177,2017-07-01 21:49:04
880935762899988482,2629,16376,8336977,143177,2017-06-30 23:47:07
880872448815771648,3596,20458,8336977,143177,2017-06-30 19:35:32
880465832366813184,5872,27410,8336977,143177,2017-06-29 16:39:47
880221127280381952,3961,25961,8336977,143177,2017-06-29 00:27:25
880095782870896641,4085,26568,8336977,143177,2017-06-28 16:09:20
879862464715927552,3287,21491,8336977,143177,2017-06-28 00:42:13
879674319642796034,10,300,8336977,143177,2017-06-27 12:14:36
879492040517615616,2996,22565,8336977,143177,2017-06-27 00:10:17
879415818425184262,41785,101823,8336977,143177,2017-06-26 19:07:24
879376492567855104,2941,16176,8336977,143177,2017-06-26 16:31:08
879130579576475649,6421,0,8336977,143177,2017-06-26 00:13:58
879050749262655488,4410,21676,8336977,143177,2017-06-25 18:56:45
879008229531029506,2536,18251,8336977,143177,2017-06-25 16:07:47
878776093423087618,3865,18645,8336977,143177,2017-06-25 00:45:22
878604707211726852,6728,29043,8336977,143177,2017-06-24 13:24:20
878404777348136964,1218,0,8336977,143177,2017-06-24 00:09:53
878316110768087041,6296,0,8336977,143177,2017-06-23 18:17:33
878281511006478336,1218,7432,8336977,143177,2017-06-23 16:00:04
878057613040115712,6421,40496,8336977,143177,2017-06-23 01:10:23
877736472329191424,17948,76612,8336977,143177,2017-06-22 03:54:17
877611172832227328,77,0,8336977,143177,2017-06-21 19:36:23
877556246731214848,3596,21849,8336977,143177,2017-06-21 15:58:08
877316821321428993,4886,26362,8336977,143177,2017-06-21 00:06:44
877201837425926144,5271,26107,8336977,143177,2017-06-20 16:29:50
876838120628539392,3151,19943,8336977,143177,2017-06-19 16:24:33
876537666061221889,4408,22716,8336977,143177,2017-06-18 20:30:39
876484053909872640,2253,18075,8336977,143177,2017-06-18 16:57:37
876120275196170240,4416,26907,8336977,143177,2017-06-17 16:52:05
875747767867523072,4032,24249,8336977,143177,2017-06-16 16:11:53
875144289856114688,4659,21135,8336977,143177,2017-06-15 00:13:52
875097192612077568,5743,26440,8336977,143177,2017-06-14 21:06:43
875021211251597312,4468,24551,8336977,143177,2017-06-14 16:04:48
874680097055178752,4387,26820,8336977,143177,2017-06-13 17:29:20
874434818259525634,13812,0,8336977,143177,2017-06-13 01:14:41
874296783580663808,3898,25101,8336977,143177,2017-06-12 16:06:11
874057562936811520,3754,21892,8336977,143177,2017-06-12 00:15:36
874012996292530176,9770,33266,8336977,143177,2017-06-11 21:18:31
873580283840344065,3730,23362,8336977,143177,2017-06-10 16:39:04
873337748698140672,1511,0,8336977,143177,2017-06-10 00:35:19
873213775632977920,1511,6952,8336977,143177,2017-06-09 16:22:42
872967104147763200,5130,26344,8336977,143177,2017-06-09 00:02:31
872820683541237760,3524,14221,8336977,143177,2017-06-08 14:20:41
872620804844003328,3479,20054,8336977,143177,2017-06-08 01:06:27
872486979161796608,8575,39336,8336977,143177,2017-06-07 16:14:40
872122724285648897,7712,33238,8336977,143177,2017-06-06 16:07:15
871879754684805121,10511,36538,8336977,143177,2017-06-06 00:01:46
871762521631449091,3313,19591,8336977,143177,2017-06-05 16:15:56
871515927908634625,3295,19508,8336977,143177,2017-06-04 23:56:03
871166179821445120,5439,0,8336977,143177,2017-06-04 00:46:17
871102520638267392,5245,20278,8336977,143177,2017-06-03 20:33:19
871032628920680449,3638,21976,8336977,143177,2017-06-03 15:55:36
870804317367881728,5905,32582,8336977,143177,2017-06-03 00:48:22
870726314365509632,3,118,8336977,143177,2017-06-02 19:38:25
870656317836468226,2522,12013,8336977,143177,2017-06-02 15:00:16
870374049280663552,25229,80308,8336977,143177,2017-06-01 20:18:38
870308999962521604,3970,21222,8336977,143177,2017-06-01 16:00:09
870063196459192321,7948,35503,8336977,143177,2017-05-31 23:43:25
869772420881756160,9649,41231,8336977,143177,2017-05-31 04:27:59
869702957897576449,6048,27411,8336978,143177,2017-05-30 23:51:58
869596645499047938,3003,15513,8336978,143177,2017-05-30 16:49:31
869227993411051520,3623,19841,8336978,143177,2017-05-29 16:24:37
868880397819494401,13849,63663,8336978,143177,2017-05-28 17:23:24
868639477480148993,1995,0,8336978,143177,2017-05-28 01:26:04
868622495443632128,5093,25987,8336978,143177,2017-05-28 00:18:35
868552278524837888,1995,9832,8336978,143177,2017-05-27 19:39:34
867900495410671616,4018,23549,8336978,143177,2017-05-26 00:29:37
867774946302451713,7065,33054,8336978,143177,2017-05-25 16:10:44
867421006826221569,2397,15683,8336978,143177,2017-05-24 16:44:18
867072653475098625,118,0,8336978,143177,2017-05-23 17:40:04
867051520902168576,7577,31403,8336978,143177,2017-05-23 16:16:06
866720684873056260,4622,19547,8336978,143177,2017-05-22 18:21:28
866686824827068416,3347,18801,8336978,143177,2017-05-22 16:06:55
866450705531457537,33994,119363,8336978,143177,2017-05-22 00:28:40
866334964761202691,13812,51221,8336978,143177,2017-05-21 16:48:45
866094527597207552,8089,0,8336978,143177,2017-05-21 00:53:21
865718153858494464,5433,25052,8336978,143177,2017-05-19 23:57:46
865359393868664832,4829,25862,8336978,143177,2017-05-19 00:12:11
865006731092295680,7434,27377,8336978,143177,2017-05-18 00:50:50
864873206498414592,8410,31554,8336978,143177,2017-05-17 16:00:15
864279568663928832,2927,14269,8336978,143177,2017-05-16 00:41:21
864197398364647424,8600,29424,8336978,143177,2017-05-15 19:14:50
863907417377173506,4003,20182,8336978,143177,2017-05-15 00:02:33
863553081350529029,4056,14966,8336978,143177,2017-05-14 00:34:33
863471782782697472,2362,0,8336978,143177,2017-05-13 19:11:30
863432100342583297,5079,23331,8336978,143177,2017-05-13 16:33:49
863427515083354112,92,2192,8336978,143177,2017-05-13 16:15:35
863079547188785154,1074,8594,8336978,143177,2017-05-12 17:12:53
863062471531167744,2362,8317,8337640,143178,2017-05-12 16:05:02
862831371563274240,4995,18797,8336978,143177,2017-05-12 00:46:44
862722525377298433,3434,16748,8336978,143177,2017-05-11 17:34:13
862457590147678208,4804,20084,8336978,143177,2017-05-11 00:01:27
862096992088072192,22544,73088,8336978,143177,2017-05-10 00:08:34
861383897657036800,10425,35463,8336978,143177,2017-05-08 00:54:59
861288531465048066,4030,16901,8336978,143177,2017-05-07 18:36:02
861005113778896900,3718,16413,8336978,143177,2017-05-06 23:49:50
860981674716409858,2097,0,8336978,143177,2017-05-06 22:16:42
860924035999428608,787,0,8336978,143177,2017-05-06 18:27:40
860563773140209665,2097,7387,8336978,143177,2017-05-05 18:36:06
860524505164394496,5166,23261,8336978,143177,2017-05-05 16:00:04
860276583193509888,3408,18044,8336978,143177,2017-05-04 23:34:55
860184849394610176,5714,16405,8336978,143177,2017-05-04 17:30:24
860177593139703809,30226,0,8336978,143177,2017-05-04 17:01:34
859924526012018688,4004,19277,8336978,143177,2017-05-04 00:15:58
859851578198683649,3437,15189,8336978,143177,2017-05-03 19:26:06
859607811541651456,1533,18321,8336978,143177,2017-05-03 03:17:27
859196978902773760,29514,88749,8336978,143177,2017-05-02 00:04:57
859074603037188101,13338,33423,8336978,143177,2017-05-01 15:58:40
858860390427611136,7973,0,8336978,143177,2017-05-01 01:47:28
858843525470990336,3429,15350,8336978,143177,2017-05-01 00:40:27
858471635011153920,4768,21240,8336978,143177,2017-04-30 00:02:42
858107933456039936,2864,15541,8336978,143177,2017-04-28 23:57:28
857989990357356544,2550,15935,8336978,143177,2017-04-28 16:08:49
857746408056729600,10453,33862,8336978,143177,2017-04-28 00:00:54
857393404942143489,1617,5831,8336978,143177,2017-04-27 00:38:11
857263160327368704,4448,19813,8336978,143177,2017-04-26 16:00:39
857214891891077121,17,226,8336978,143177,2017-04-26 12:48:51
857062103051644929,168,0,8336978,143177,2017-04-26 02:41:43
857029823797047296,3949,18737,8336978,143177,2017-04-26 00:33:27
856543823941562368,2842,16138,8336978,143177,2017-04-24 16:22:16
856526610513747968,1854,11759,8336978,143177,2017-04-24 15:13:52
856330835276025856,657,0,8336978,143177,2017-04-24 02:15:55
856288084350160898,15,511,8336978,143177,2017-04-23 23:26:03
856282028240666624,6212,27532,8336978,143177,2017-04-23 23:01:59
855862651834028034,26,339,8336978,143177,2017-04-22 19:15:32
855860136149123072,995,4958,8336978,143177,2017-04-22 19:05:32
855857698524602368,2097,11796,8336978,143177,2017-04-22 18:55:51
855851453814013952,17749,45312,8336978,143177,2017-04-22 18:31:02
855818117272018944,5380,26484,8336978,143177,2017-04-22 16:18:34
855459453768019968,8153,29754,8336978,143177,2017-04-21 16:33:22
855245323840757760,5925,0,8336978,143177,2017-04-21 02:22:29
855138241867124737,44,0,8336978,143177,2017-04-20 19:16:59
854732716440526848,6025,22759,8336978,143177,2017-04-19 16:25:34
854482394044301312,6853,29226,8336978,143177,2017-04-18 23:50:52
854365224396361728,4667,18850,8336978,143177,2017-04-18 16:05:17
854120357044912130,7459,31939,8336978,143177,2017-04-17 23:52:16
854010172552949760,3150,16191,8336978,143177,2017-04-17 16:34:26
853760880890318849,5740,28587,8336978,143177,2017-04-17 00:03:50
853639147608842240,10078,34815,8336978,143177,2017-04-16 16:00:07
853299958564483072,3553,15541,8336978,143177,2017-04-15 17:32:18
852936405516943360,2006,0,8336978,143177,2017-04-14 17:27:40
852912242202992640,1830,9095,8336978,143177,2017-04-14 15:51:39
852672615818899456,2155,14968,8336978,143177,2017-04-13 23:59:28
852553447878664193,3505,16387,8336978,143177,2017-04-13 16:05:56
852311364735569921,9951,33265,8336978,143177,2017-04-13 00:03:59
852226086759018497,6863,20097,8336978,143177,2017-04-12 18:25:07
852189679701164033,1590,11507,8336978,143177,2017-04-12 16:00:27
851861385021730816,20,0,8336978,143177,2017-04-11 18:15:55
851591660324737024,3496,16336,8336978,143177,2017-04-11 00:24:08
851464819735769094,7097,24401,8336978,143177,2017-04-10 16:00:07
851224888060895234,5758,20797,8336978,143177,2017-04-10 00:06:42
850753642995093505,9225,31132,8336978,143177,2017-04-08 16:54:09
850380195714523136,2636,13188,8336978,143177,2017-04-07 16:10:12
850333567704068097,336,3482,8336978,143177,2017-04-07 13:04:55
850145622816686080,3836,16474,8336978,143177,2017-04-07 00:38:06
850019790995546112,4916,20594,8336978,143177,2017-04-06 16:18:05
849776966551130114,7665,30779,8336978,143177,2017-04-06 00:13:11
849668094696017920,5005,0,8336978,143177,2017-04-05 17:00:34
849412302885593088,3183,16021,8336978,143177,2017-04-05 00:04:08
849336543269576704,1927,11522,8336978,143177,2017-04-04 19:03:06
849051919805034497,8579,42809,8336978,143177,2017-04-04 00:12:06
848690551926992896,4374,25477,8336978,143177,2017-04-03 00:16:10
848324959059550208,4656,25043,8336978,143177,2017-04-02 00:03:26
848213670039564288,745,8284,8336978,143177,2017-04-01 16:41:12
848212111729840128,3092,16527,8336978,143177,2017-04-01 16:35:01
847978865427394560,3299,0,8336978,143177,2017-04-01 01:08:10
847971574464610304,436,0,8336978,143177,2017-04-01 00:39:12
847962785489326080,5160,23826,8336978,143177,2017-04-01 00:04:17
847842811428974592,1348,5521,8336978,143177,2017-03-31 16:07:33
847617282490613760,424,7083,8336978,143177,2017-03-31 01:11:22
847606175596138505,3465,19021,8337640,143178,2017-03-31 00:27:14
847251039262605312,4346,20757,8336978,143177,2017-03-30 00:56:03
847157206088847362,5957,20201,8336978,143177,2017-03-29 18:43:12
847116187444137987,3235,21724,8336978,143177,2017-03-29 16:00:12
846874817362120707,3975,20382,8336978,143177,2017-03-29 00:01:05
846514051647705089,11759,45296,8336978,143177,2017-03-28 00:07:32
846505985330044928,3121,14322,8336978,143177,2017-03-27 23:35:28
846153765933735936,9210,32167,8336978,143177,2017-03-27 00:15:53
846139713627017216,10118,31428,8336978,143177,2017-03-26 23:20:02
846042936437604353,2920,16251,8336978,143177,2017-03-26 16:55:29
845812042753855489,8858,29739,8336978,143177,2017-03-26 01:38:00
845677943972139009,4869,25581,8336978,143177,2017-03-25 16:45:08
845397057150107648,1840,7761,8336978,143177,2017-03-24 22:08:59
845306882940190720,5481,23739,8336978,143177,2017-03-24 16:10:40
845098359547420673,7798,0,8336978,143177,2017-03-24 02:22:04
844979544864018432,2603,13874,8336978,143177,2017-03-23 18:29:57
844973813909606400,3265,15376,8336978,143177,2017-03-23 18:07:10
844580511645339650,3194,16782,8336978,143177,2017-03-22 16:04:20
844223788422217728,2244,13887,8336978,143177,2017-03-21 16:26:50
843981021012017153,2997,15436,8336978,143177,2017-03-21 00:22:10
843856843873095681,4718,21852,8336978,143177,2017-03-20 16:08:44
843604394117681152,2798,17200,8336978,143177,2017-03-19 23:25:35
843235543001513987,6144,21930,8336978,143177,2017-03-18 22:59:54
842846295480000512,3705,15528,8336978,143177,2017-03-17 21:13:10
842765311967449089,1313,6885,8336978,143177,2017-03-17 15:51:22
842535590457499648,3582,18455,8336978,143177,2017-03-17 00:38:32
842163532590374912,5925,24974,8336978,143177,2017-03-16 00:00:07
842115215311396866,3103,14281,8336978,143177,2017-03-15 20:48:07
841833993020538882,15531,0,8336978,143177,2017-03-15 02:10:39
841680585030541313,7960,26220,8336978,143177,2017-03-14 16:01:03
841439858740625411,3769,12914,8336978,143177,2017-03-14 00:04:30
841320156043304961,5614,20209,8336978,143177,2017-03-13 16:08:50
841314665196081154,4783,16161,8337640,143178,2017-03-13 15:47:01
841077006473256960,5439,23348,8336978,143177,2017-03-13 00:02:39
840761248237133825,1799,0,8336978,143177,2017-03-12 03:07:56
840728873075638272,16557,0,8336978,143177,2017-03-12 00:59:17
840698636975636481,2,179,8336978,143177,2017-03-11 22:59:09
840696689258311684,998,12546,8336978,143177,2017-03-11 22:51:24
840632337062862849,1799,9182,8336978,143177,2017-03-11 18:35:42
840370681858686976,4669,16831,8336978,143177,2017-03-11 01:15:58
840268004936019968,5869,19712,8336978,143177,2017-03-10 18:27:58
839990271299457024,2347,13729,8336978,143177,2017-03-10 00:04:21
839549326359670784,7973,28123,8336978,143177,2017-03-08 18:52:12
839290600511926273,146,0,8336978,143177,2017-03-08 01:44:07
839239871831150596,6695,27839,8336978,143177,2017-03-07 22:22:32
838952994649550848,4093,20085,8336978,143177,2017-03-07 03:22:35
838921590096166913,2111,11425,8336978,143177,2017-03-07 01:17:48
838916489579200512,35,0,8336978,143177,2017-03-07 00:57:32
838831947270979586,11321,0,8336978,143177,2017-03-06 19:21:35
838561493054533637,1367,11180,8336978,143177,2017-03-06 01:26:54
838476387338051585,4917,23135,8336978,143177,2017-03-05 19:48:43
838201503651401729,10340,0,8336978,143177,2017-03-05 01:36:26
838150277551247360,340,1714,8336978,143177,2017-03-04 22:12:52
838085839343206401,1,145,8336978,143177,2017-03-04 17:56:49
838083903487373313,3235,18065,8336978,143177,2017-03-04 17:49:08
837820167694528512,8089,35028,8336978,143177,2017-03-04 00:21:08
837482249356513284,451,3929,8336978,143177,2017-03-03 01:58:22
837471256429613056,2338,13114,8336978,143177,2017-03-03 01:14:41
837110210464448512,2442,16451,8336978,143177,2017-03-02 01:20:01
836989968035819520,2350,13053,8336978,143177,2017-03-01 17:22:13
836753516572119041,4778,19785,8336978,143177,2017-03-01 01:42:39
836677758902222849,2281,12937,8336978,143177,2017-02-28 20:41:37
836648853927522308,564,0,8336978,143177,2017-02-28 18:46:45
836397794269200385,28420,0,8336978,143177,2017-02-28 02:09:08
836380477523124226,3069,15142,8336978,143177,2017-02-28 01:00:19
836260088725786625,4418,21850,8336978,143177,2017-02-27 17:01:56
836001077879255040,4388,19594,8336978,143177,2017-02-26 23:52:43
835685285446955009,8391,0,8336978,143177,2017-02-26 02:57:52
835574547218894849,3721,18257,8336978,143177,2017-02-25 19:37:50
835536468978302976,1752,0,8336978,143177,2017-02-25 17:06:32
835309094223372289,21682,0,8336978,143177,2017-02-25 02:03:02
835297930240217089,3095,16891,8336978,143177,2017-02-25 01:18:40
835264098648616962,1752,7935,8336978,143177,2017-02-24 23:04:14
835246439529840640,73,2157,8336978,143177,2017-02-24 21:54:03
835172783151792128,5937,26854,8336978,143177,2017-02-24 17:01:22
835152434251116546,3119,23074,8336978,143177,2017-02-24 15:40:31
834931633769889797,1702,11124,8336978,143177,2017-02-24 01:03:08
834786237630337024,5644,21844,8336978,143177,2017-02-23 15:25:23
834574053763584002,2614,14049,8336978,143177,2017-02-23 01:22:14
834477809192075265,11018,0,8336978,143177,2017-02-22 18:59:48
834458053273591808,1734,9872,8336978,143177,2017-02-22 17:41:18
834209720923721728,4914,21190,8336978,143177,2017-02-22 01:14:30
834167344700198914,3769,16233,8336978,143177,2017-02-21 22:26:07
834089966724603904,2197,10329,8336978,143177,2017-02-21 17:18:39
834086379323871233,2277,13430,8336978,143177,2017-02-21 17:04:24
833863086058651648,2479,13786,8336978,143177,2017-02-21 02:17:06
833826103416520705,3881,18522,8336978,143177,2017-02-20 23:50:09
833732339549220864,224,0,8336978,143177,2017-02-20 17:37:34
833722901757046785,3326,21341,8336978,143177,2017-02-20 17:00:04
833479644947025920,2116,15262,8336978,143177,2017-02-20 00:53:27
833124694597443584,5005,20766,8336978,143177,2017-02-19 01:23:00
832998151111966721,2286,13677,8336978,143177,2017-02-18 17:00:10
832769181346996225,39,0,8336978,143177,2017-02-18 01:50:19
832757312314028032,3739,17329,8336978,143177,2017-02-18 01:03:09
832682457690300417,3034,12227,8336978,143177,2017-02-17 20:05:43
832645525019123713,543,3017,8336978,143177,2017-02-17 17:38:57
832636094638288896,2881,16307,8336978,143177,2017-02-17 17:01:29
832397543355072512,2287,12284,8336978,143177,2017-02-17 01:13:34
832369877331693569,3299,17680,8336978,143177,2017-02-16 23:23:38
832273440279240704,2413,11650,8336978,143177,2017-02-16 17:00:25
832215909146226688,6430,0,8336978,143177,2017-02-16 13:11:49
832215726631055365,9698,0,8336978,143177,2017-02-16 13:11:05
832088576586297345,2,67,8336978,143177,2017-02-16 04:45:50
832040443403784192,9994,0,8336978,143177,2017-02-16 01:34:34
832032802820481025,4828,18387,8336978,143177,2017-02-16 01:04:13
831939777352105988,6359,24724,8336978,143177,2017-02-15 18:54:34
831926988323639298,34,352,8336978,143177,2017-02-15 18:03:45
831911600680497154,6749,28488,8336978,143177,2017-02-15 17:02:36
831670449226514432,1880,10765,8336978,143177,2017-02-15 01:04:21
831650051525054464,2006,7390,8336978,143177,2017-02-14 23:43:18
831552930092285952,2380,9263,8336978,143177,2017-02-14 17:17:22
831322785565769729,1598,9513,8336978,143177,2017-02-14 02:02:51
831315979191906304,1160,6733,8336978,143177,2017-02-14 01:35:49
831309418084069378,2546,12099,8336978,143177,2017-02-14 01:09:44
831262627380748289,2120,12274,8336978,143177,2017-02-13 22:03:49
830956169170665475,1546,8212,8336978,143177,2017-02-13 01:46:03
830583320585068544,17411,68971,8336978,143177,2017-02-12 01:04:29
830173239259324417,5909,0,8336979,143177,2017-02-10 21:54:58
830097400375152640,3079,10140,8336979,143177,2017-02-10 16:53:37
829878982036299777,5218,0,8336979,143177,2017-02-10 02:25:42
829861396166877184,2029,12615,8336979,143177,2017-02-10 01:15:49
829501995190984704,11018,32772,8336979,143177,2017-02-09 01:27:41
829449946868879360,2102,10803,8336979,143177,2017-02-08 22:00:52
829141528400556032,7657,25225,8336979,143177,2017-02-08 01:35:19
829011960981237760,16926,54750,8336979,143177,2017-02-07 17:00:28
828801551087042563,3535,0,8336979,143177,2017-02-07 03:04:22
828770345708580865,6100,26380,8336979,143177,2017-02-07 01:00:22
828708714936930305,11661,37777,8336979,143177,2017-02-06 20:55:28
828650029636317184,1409,9829,8336979,143177,2017-02-06 17:02:17
828409743546925057,1205,6533,8336979,143177,2017-02-06 01:07:28
828408677031882754,1341,7930,8336979,143177,2017-02-06 01:03:14
828381636999917570,2300,13042,8336979,143177,2017-02-05 23:15:47
828376505180889089,1111,7631,8336979,143177,2017-02-05 22:55:23
828372645993398273,3060,12985,8336979,143177,2017-02-05 22:40:03
828361771580813312,177,2278,8336979,143177,2017-02-05 21:56:51
828046555563323392,2973,12160,8336979,143177,2017-02-05 01:04:17
828011680017821696,2233,10695,8336979,143177,2017-02-04 22:45:42
827933404142436356,5439,20785,8336979,143177,2017-02-04 17:34:40
827653905312006145,3121,15981,8336979,143177,2017-02-03 23:04:02
827600520311402496,978,7661,8336979,143177,2017-02-03 19:31:54
827324948884643840,3172,16370,8336979,143177,2017-02-03 01:16:53
827199976799354881,2330,10935,8336979,143177,2017-02-02 17:00:17
826958653328592898,5218,22300,8336979,143177,2017-02-02 01:01:21
826848821049180160,10606,37656,8336979,143177,2017-02-01 17:44:55
826615380357632002,4142,0,8336979,143177,2017-02-01 02:17:19
826598799820865537,264,5281,8336979,143177,2017-02-01 01:11:25
826598365270007810,2440,10394,8336979,143177,2017-02-01 01:09:42
826476773533745153,4389,19056,8336979,143177,2017-01-31 17:06:32
826240494070030336,2707,13744,8336979,143177,2017-01-31 01:27:39
826204788643753985,967,5042,8336979,143177,2017-01-30 23:05:46
826115272272650244,3264,16181,8336979,143177,2017-01-30 17:10:04
825876512159186944,1951,10814,8336979,143177,2017-01-30 01:21:19
825829644528148480,2587,13174,8336979,143177,2017-01-29 22:15:05
825535076884762624,18009,54013,8336979,143177,2017-01-29 02:44:34
825147591692263424,4746,18955,8336979,143177,2017-01-28 01:04:51
825120256414846976,1329,0,8336979,143177,2017-01-27 23:16:13
825026590719483904,1329,6559,8336979,143177,2017-01-27 17:04:02
824796380199809024,5731,0,8336979,143177,2017-01-27 01:49:15
824775126675836928,3673,15472,8336979,143177,2017-01-27 00:24:48
824663926340194305,1812,10444,8336979,143177,2017-01-26 17:02:56
824325613288833024,10925,12242,8336979,143177,2017-01-25 18:38:36
824297048279236611,4031,15615,8336979,143177,2017-01-25 16:45:05
824025158776213504,617,4970,8336979,143177,2017-01-24 22:44:42
823939628516474880,2825,11018,8336979,143177,2017-01-24 17:04:50
823719002937630720,11698,0,8336979,143177,2017-01-24 02:28:08
823699002998870016,2626,14441,8336979,143177,2017-01-24 01:08:40
823581115634085888,2748,13502,8336979,143177,2017-01-23 17:20:14
823333489516937216,26,724,8336979,143177,2017-01-23 00:56:15
823322678127919110,4201,16309,8336979,143177,2017-01-23 00:13:17
823269594223824897,10327,0,8336979,143177,2017-01-22 20:42:21
822975315408461824,3596,17927,8336979,143177,2017-01-22 01:12:59
822872901745569793,45330,136905,8336979,143177,2017-01-21 18:26:02
822859134160621569,2394,13748,8336979,143177,2017-01-21 17:31:20
822647212903690241,6690,0,8336979,143177,2017-01-21 03:29:14
822610361945911296,3083,15344,8336979,143177,2017-01-21 01:02:48
822489057087389700,6690,18840,8336979,143177,2017-01-20 17:00:46
822462944365645825,15111,29336,8336979,143177,2017-01-20 15:17:01
822244816520155136,10327,36320,8336979,143177,2017-01-20 00:50:15
822163064745328640,5015,0,8336979,143177,2017-01-19 19:25:24
821886076407029760,2429,11770,8336979,143177,2017-01-19 01:04:45
821813639212650496,3501,0,8336979,143177,2017-01-18 20:16:54
821765923262631936,1725,8730,8336979,143177,2017-01-18 17:07:18
821522889702862852,1848,8329,8336979,143177,2017-01-18 01:01:34
821421320206483457,5851,0,8336979,143177,2017-01-17 18:17:58
821407182352777218,4534,12233,8336979,143177,2017-01-17 17:21:47
821153421864615936,10,264,8336979,143177,2017-01-17 00:33:26
821149554670182400,2094,9021,8336979,143177,2017-01-17 00:18:04
821107785811234820,2231,9955,8336979,143177,2017-01-16 21:32:06
821044531881721856,2391,13139,8336979,143177,2017-01-16 17:20:45
820837357901512704,7048,0,8336979,143177,2017-01-16 03:37:31
820749716845686786,10340,32774,8336979,143177,2017-01-15 21:49:15
820690176645140481,3375,12677,8336979,143177,2017-01-15 17:52:40
820494788566847489,592,0,8336979,143177,2017-01-15 04:56:16
820446719150292993,2693,0,8336979,143177,2017-01-15 01:45:15
820314633777061888,592,3472,8336979,143177,2017-01-14 17:00:24
820078625395449857,6563,20600,8336979,143177,2017-01-14 01:22:35
820013781606658049,1238,0,8336979,143177,2017-01-13 21:04:55
819952236453363712,1238,5533,8336979,143177,2017-01-13 17:00:21
819924195358416896,5095,13397,8336979,143177,2017-01-13 15:08:56
